Body,Body Name,Name,Amount,Pay Date,Transaction Number,Description 1,Description 2,Description 3
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,800,15/12/2020,92389529,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,114.13,15/12/2020,92389529,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,385,01/12/2020,92389506,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,65,01/12/2020,92389506,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,385,01/12/2020,92389509,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,65,01/12/2020,92389509,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,830,01/12/2020,92389510,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,170,01/12/2020,92389510,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,950,01/12/2020,92389511,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,286.49,01/12/2020,92389511,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,385,01/12/2020,92389514,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,65,01/12/2020,92389514,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,450,01/12/2020,92389515,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,200,07/12/2020,92389517,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,830,07/12/2020,92389516,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Prepaid Financial Services Limited,2500,24/12/2020,30847429,Services - Fees and Charges,Adult Placement interface suspense, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,European Asbestos Services,427.5,22/12/2020,92397728,R&M - Departmental response (external),Relets Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,European Asbestos Services,623,22/12/2020,92397727,R&M - Departmental response (external),Relets Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,European Asbestos Services,425.5,22/12/2020,92397736,R&M - Departmental response (external),Relets Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,European Asbestos Services,1117.5,22/12/2020,92397734,R&M - Departmental response (external),Relets Repairs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Royds Withy King,630.32,10/12/2020,30849507,Services - Supplies and Services to service users,Legal Teams- Disbursements, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,1885.63,09/12/2020,92396420,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Raised in Bristol Limited,16698.53,09/12/2020,92396406,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Raised in Bristol Limited,691.01,16/12/2020,92403854,TPP - Grants,EY Block (P): EYNFF PVI Base Rate, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Aurora ASD Limited T/A Aurora Hedgeway,23762.67,31/12/2020,30849016,TPP - Placement Day,HNB: Special Placements Pre 16, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Aurora ASD Limited T/A Aurora Hedgeway,18461.67,22/12/2020,30849006,TPP - Placement Day,HNB: Special Placements Pre 16, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Aurora ASD Limited T/A Aurora Hedgeway,17666.67,31/12/2020,30848866,TPP - Placement Day,HNB: Special Placements Pre 16, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Aurora ASD Limited T/A Aurora Hedgeway,17666.67,31/12/2020,30848915,TPP - Placement Day,HNB: Special Placements Pre 16, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Aurora ASD Limited T/A Aurora Hedgeway,23808.67,31/12/2020,30849004,TPP - Placement Day,HNB: Special Placements Pre 16, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Aurora ASD Limited T/A Aurora Hedgeway,23808.67,31/12/2020,30849002,TPP - Placement Day,HNB: Special Placements Pre 16, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Families for Children,1194,22/12/2020,30847055,TPP - Placement Adoption,Adoption, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Families for Children,51714,10/12/2020,30849457,TPP - Placement Adoption,Adoption, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Executive Cleaning (South West) Limited,1985,29/12/2020,30847174,TPP - Public Conveniences,Downs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Milburns Solicitors,1000,22/12/2020,30851313,Services - Professional Fees,Children in Care - Service User Costs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MJ Support Staffing,1103,22/12/2020,30846427,TPP - Placement Foster Care Agency,External Supported Accommodation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MJ Support Staffing,1008,22/12/2020,30846427,TPP - Placement Foster Care Agency,External Supported Accommodation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MJ Support Staffing,1573.73,22/12/2020,30846539,TPP - Residential Care,Preparing for Adulthood - Mental Health Support, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Easton Bevins Limited,1650,14/12/2020,92395015,"Conversion, Renovation & Improvement",Capital - Investment In Blocks - Planned,Blocks - Contigency
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MJ Support Staffing,1103,29/12/2020,30847201,TPP - Placement Foster Care Agency,External Supported Accommodation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MJ Support Staffing,1008,29/12/2020,30847201,TPP - Placement Foster Care Agency,External Supported Accommodation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MJ Support Staffing,1008,02/12/2020,30841784,TPP - Placement Foster Care Agency,External Supported Accommodation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,MJ Support Staffing,1103,02/12/2020,30841784,TPP - Placement Foster Care Agency,External Supported Accommodation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bierce Technical Services Limited,1000,24/12/2020,30848046,Services - Professional Fees,Warm Homes Fund – Category 1, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Nexus Planning,13210,24/12/2020,30848891,Services - Consultants,Place Service Director Economy, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Telemaster Limited,1500,03/12/2020,30840491,External Professional Fees,Capital - Miscellaneous Schemes,Disposal Costs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Perfect Circle JV Ltd,63710.6,16/12/2020,30845192,External Professional Fees,Capital - Temple Island, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Perfect Circle JV Ltd,47682.18,16/12/2020,30845168,External Professional Fees,Capital - Temple Island, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Shell UK Oil Products,6566.74,24/12/2020,30851000,Petrol,Fleet Services General, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bespoke Consultancy and Education Ltd,570.23,02/12/2020,30845142,Services - Fees and Charges,On Site, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Bespoke Consultancy and Education Ltd,1020,02/12/2020,30845142,Services - Fees and Charges,On Site, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Cenex,4700,02/12/2020,30843220,Services - Consultants,European Local Energy Assistance Programme, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Jumpstart Food & Fitness CIC,1306,11/12/2020,92396522,TPP - Payments to voluntary groups,Public Health - COVID, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,N3 Display Graphics ltd,610,16/12/2020,30845043,Printing,Bristol Design, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,N3 Display Graphics ltd,985,22/12/2020,30845671,Printing,Engagement - Programming, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Landmark Practice,1770,24/12/2020,30846981,Services - Consultants,European Local Energy Assistance Programme, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Landmark Practice,1100,24/12/2020,30846983,Services - Consultants,European Local Energy Assistance Programme, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Landmark Practice,1316,24/12/2020,30846978,Services - Consultants,Energy Service Staff & Overheads, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Heat Network Associates Limited,20200.63,24/12/2020,30849334,New Construction,Capital - Energy Infrastructure - Bristol Heat Networks Phase 1 expansion,Old Market Heat Network
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Heat Network Associates Limited,20260,24/12/2020,30847410,External Professional Fees,Capital - Energy Infrastructure - Bristol Heat Networks Phase 1 expansion,Temple & Redcliffe-Energy Centre
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,170,07/12/2020,92389516,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,59.88,01/12/2020,92389515,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Redbridge & Sons Property Services,850,07/12/2020,92389517,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Reflexion Care Group LTD,19927.66,16/12/2020,30845166,TPP - Placement Residential,Out Of Authority - Placements, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Reflexion Care Group LTD,3858.04,16/12/2020,30845166,TPP - Placement Residential,HNB: Special Placements Pre 16, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Evolve Home Energy Solutions Ltd,480,11/12/2020,30847391,R&M - Building Practice planned,Energy Company Obligation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Evolve Home Energy Solutions Ltd,675,09/12/2020,30843328,R&M - Building Practice planned,Energy Company Obligation, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Inner Circle Consulting,39725,24/12/2020,30850775,External Professional Fees,Capital - Bristol Beacon,Colston Hall Phase 4 - Construction
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,"Meadow Landscapes Ltd	",495,22/12/2020,30846150,R&M - Building Practice planned,Emergency Units/Windermere/Trinity Lodge, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,The Management Centre,4700,02/12/2020,30841508,Services - Consultants,Cultural Management, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Family Crosspoint Limited,4500,21/12/2020,30838343,TPP - Placement Assessment,Parent & Baby Unit - Citywide, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Family Crosspoint Limited,21000,15/12/2020,30836160,TPP - Placement Assessment,Parent & Baby Unit - Citywide, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Family Crosspoint Limited,16800,15/12/2020,30836166,TPP - Placement Assessment,Parent & Baby Unit - Citywide, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Avon Heating Installations,597.56,02/12/2020,92389531,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Avon Heating Installations,537.68,16/12/2020,92395432,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Avon Heating Installations,572.68,16/12/2020,92395433,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Avon Heating Installations,537.68,16/12/2020,92395434,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Avon Heating Installations,597.56,16/12/2020,92395436,"Conversion, Renovation & Improvement",Capital - Planned Programme,Heating Partnerships - Installs
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Lewis Charlton Group (Linnet ILC),24150,01/12/2020,30840348,TPP - Placement Day,HNB: Special Placements Pre 16, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,27,09/12/2020,92397021,TPP - Home Care,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,2640,09/12/2020,92397021,TPP - Home Care,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,27,09/12/2020,92397021,TPP - Home Care,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,2552,09/12/2020,92397021,TPP - Home Care,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,27,09/12/2020,92397021,TPP - Home Care,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,2552,09/12/2020,92397021,TPP - Home Care,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,1775.16,23/12/2020,30853470,Services - Supplies and Services to service users,MI North B - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,455.04,31/12/2020,92409972,TPP - Home Care,MI North B - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,2123.52,31/12/2020,92409972,TPP - Home Care,MI North B - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,27,31/12/2020,92409972,TPP - Home Care,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,2552,31/12/2020,92409972,TPP - Home Care,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Fresh Haven Healthcare Ltd,80,31/12/2020,92409972,TPP - Home Care,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,C2J ARCHITECTS Limited,487,14/12/2020,30845652,"Conversion, Renovation & Improvement",Additional Works to Void Properties,Additional Works to Void Properties
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,C2J ARCHITECTS Limited,795,14/12/2020,30845652,"Conversion, Renovation & Improvement",Additional Works to Void Properties,Additional Works to Void Properties
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Chroma Vision Limited,46033.2,02/12/2020,30841332,CCTV replacement,City Innovation Team, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Chroma Vision Limited,1350,29/12/2020,30847765,R&M - Departmental response (external),Parking - General Car Parks, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,"Hydrotec Contracts Limited	",906,09/12/2020,30843482,R&M - Building Practice planned,Filwood Green Business Park - Operational, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Building Design Partnership Limited,9850,30/12/2020,30848096,Services - Consultants,Estate Regeneration Management Costs, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,ECO-DC Limited,964,14/12/2020,30843641,Services - Professional Fees,Warm Up Bristol, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,KKE Architects,2388,04/12/2020,30847808,External Professional Fees,Capital - Children's Residential Programme,Children's Residential Programme
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,"Placecube Limited	",22500,24/12/2020,30847404,Intangible Assets / Computer Software,Capital - Re03 - Future State Assessment (FSA) - ICT Strategy,BCC
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,663.81,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,649.59,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,531.05,04/12/2020,92394531,TPP - Home Care,MI South E - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,521.57,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,796.57,04/12/2020,92394531,TPP - Home Care,MI North B - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,398.29,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,75.86,04/12/2020,92394531,TPP - Home Care,MI North A - Mental Health Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,1422.45,04/12/2020,92394531,TPP - Home Care,MI North A - Mental Health Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,417.25,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,663.81,04/12/2020,92394531,TPP - Home Care,MI South E - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,663.81,04/12/2020,92394531,TPP - Home Care,MI North B - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,312.94,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,1062.1,04/12/2020,92394531,TPP - Home Care,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,-265.52,04/12/2020,92394531,TPP - Home Care,MI North C - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,929.33,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,1033.65,04/12/2020,92394531,TPP - Home Care,MI South E - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,398.29,04/12/2020,92394531,TPP - Home Care,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,227.59,04/12/2020,92394531,TPP - Home Care,MI North C - Mental Health Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,587.95,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,989.39,04/12/2020,92394531,TPP - Home Care,MI North B - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,1612.11,04/12/2020,92394531,TPP - Home Care,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,113.8,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,611.65,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,1081.06,04/12/2020,92394531,TPP - Home Care,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,398.29,04/12/2020,92394531,TPP - Home Care,MI South E - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,265.52,04/12/2020,92394531,TPP - Home Care,MI North B - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,1327.62,04/12/2020,92394531,TPP - Home Care,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,177.02,04/12/2020,92394531,TPP - Home Care,MI South D - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,834.5,04/12/2020,92394531,TPP - Home Care,MI South E - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,1327.62,04/12/2020,92394531,TPP - Home Care,MI North B - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,1725.91,04/12/2020,92394531,TPP - Home Care,MI North B - Support with Memory & Cognition 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,398.29,04/12/2020,92394531,TPP - Home Care,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,398.29,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,739.67,04/12/2020,92394531,TPP - Home Care,MI North C - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,531.05,04/12/2020,92394531,TPP - Home Care,MI North B - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,649.59,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,265.52,04/12/2020,92394531,TPP - Home Care,MI North B - Mental Health Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,-132.76,04/12/2020,92394531,TPP - Home Care,MI North C - Physical Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,692.26,04/12/2020,92394531,TPP - Home Care,MI North B - Support with Memory & Cognition 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,398.29,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,882,04/12/2020,92394530,TPP - Home Care,MI North B - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,882,31/12/2020,92409958,TPP - Home Care,MI North B - Learning Disability Support 18-64, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,1346.59,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,398.29,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,265.52,04/12/2020,92394531,TPP - Home Care,MI North B - Mental Health Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,CM Community Care Services Ltd,663.81,04/12/2020,92394531,TPP - Home Care,MI North A - Physical Support 65+, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,3D-Technical Design Limited,12579.84,24/12/2020,30848023,New Construction,Capital - Energy Infrastructure - Bristol Heat Networks Phase 1 expansion,Temple & Redcliffe-Energy Centre
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Devon Wildlife Consultants,12995,08/12/2020,30842276,External Professional Fees,Capital - New Build  / Land Enabling Works,New Housing Provision: Oakhanger
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Social Impact Bristol Limited,87940,15/12/2020,30850667,TPP - Payments to voluntary groups,DCLG SIB Grant, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,Social Impact Bristol Limited,-87940,15/12/2020,30850667,TPP - Payments to voluntary groups,DCLG SIB Grant, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,REDACTED,680,15/12/2020,92399765,Grants paid out,Capital - Adaptations,Mandatory D F G's - Adaptations - Disabled Facilities Grant
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,NAPIT Training Limited,190,22/12/2020,30851315,Training Expenses,Construction (Non Hra) Accounts - Property Services, 
Bristol City council,http://data.ordnancesurvey.co.uk/doc/7000000000025523,NAPIT Training Limited,1320.5,22/12/2020,30851315,Training Expenses,Construction (Non Hra) Accounts - Property Services, 
